33,2020-01-14,108.851997,109.48200200000001,104.980003,107.584,107.584,144981000,-0.2644520063044059,-0.4432649760903799,0.32418455436488014
34,2020-01-15,105.952003,107.568001,103.358002,103.699997,103.699997,86844000,-0.25187227031643045,-0.4113177459297647,0.28119452906282133
35,2020-01-16,98.75,102.891998,98.433998,102.697998,102.697998,108683500,-0.2566958854995761,-0.38681088190509,0.2110629410993691
36,2020-01-17,101.522003,103.134003,100.63200400000001,102.099998,102.099998,68145500,-0.272339316873047,-0.37061362204271747,0.13273806775275665
37,2020-01-21,106.050003,109.716003,105.681999,109.440002,109.440002,89017500,-0.2420452281061134,-0.3510556469124385,0.16441558121446553
38,2020-01-22,114.377998,118.900002,111.82,113.912003,113.912003,156845000,-0.1957010305630973,-0.32531226548368536,0.22271813756524947
39,2020-01-23,112.849998,116.400002,111.120003,114.440002,114.440002,98255000,-0.164257443985613,-0.2978669522354039,0.2387602487904595
40,2020-01-24,114.125999,114.772003,110.851997,112.96399699999999,112.96399699999999,71768000,-0.15853878857532067,-0.2746647792923761,0.19876515148984117
41,2020-01-27,108.398003,112.888,107.856003,111.603996,111.603996,68040500,-0.17224756777351463,-0.25908977000135774,0.1268728428588595
42,2020-01-28,113.697998,115.362,111.615997,113.379997,113.379997,58942500,-0.17959435233306587,-0.24823040509471841,0.08242400487091067
43,2020-01-29,115.138,117.959999,113.486,116.197998,116.197998,89007500,-0.17475349236884954,-0.23848823594848426,0.07189351331824538
44,2020-01-30,126.484001,130.175995,123.599998,128.162003,128.162003,145028500,-0.09792911853473325,-0.2139567892138105,0.211294653417981
45,2020-01-31,128.0,130.600006,126.503998,130.113998,130.113998,78596500,-0.03398982721927896,-0.18040119083607656,0.2963547261600602
46,2020-02-03,134.738007,157.227997,134.703995,156.0,156.0,236167500,0.18265445954873388,-0.10635646342059336,0.6779981645061947
47,2020-02-04,176.591995,193.798004,166.776001,177.412003,177.412003,304694000,0.4859019902356108,0.018947799170323333,1.1611615645916324
48,2020-02-05,164.651993,169.195999,140.82200600000002,146.940002,146.940002,242119000,0.4990484554498782,0.1220554270679123,0.9519399738733777
49,2020-02-06,139.983994,159.166,137.399994,149.792007,149.792007,199404000,0.5124437910628671,0.20745996855630977,0.7850737822039168
50,2020-02-07,146.110001,153.949997,146.0,149.613998,149.613998,85317500,0.5051789250858846,0.2742008068065384,0.6091529845634993
51,2020-02-10,160.0,163.998001,150.479996,154.255997,154.255997,123446000,0.5147427253424192,0.3296771407125351,0.5029757396741489
52,2020-02-11,153.757996,156.701996,151.600006,154.87600700000002,154.87600700000002,58487500,0.5099022001882269,0.37300360356140483,0.38845318322743
53,2020-02-12,155.574005,157.949997,152.673996,153.457993,153.457993,60112500,0.4799066245141349,0.40112964358972364,0.24517666018487483
54,2020-02-13,148.367996,163.600006,147.0,160.800003,160.800003,131446500,0.49039725842942317,0.4259160679875517,0.21369802820969125
55,2020-02-14,157.444,162.59399399999998,157.100006,160.005997,160.005997,78468500,0.47689907988213537,0.44280436196535133,0.13925163428515044
56,2020-02-18,168.320007,172.0,166.472,171.679993,171.679993,81908500,0.5299475382060996,0.46787265446734877,0.2163548675883564
57,2020-02-19,184.699997,188.955994,180.203995,183.483994,183.483994,127115000,0.6354173916641122,0.5109059849729717,0.385690169104233
58,2020-02-20,182.389999,182.399994,171.988007,179.882004,179.882004,88174500,0.6754949654992101,0.5540643426109395,0.38686865295431166
59,2020-02-21,181.395996,182.612,176.08999599999999,180.199997,180.199997,71574000,0.6906657813336727,0.5918962914229193,0.3366628563195649
60,2020-02-24,167.800003,172.699997,164.440002,166.757996,166.757996,75961000,0.5921348846159876,0.6006949431268279,0.06300008317078735
61,2020-02-25,169.800003,171.320007,157.399994,159.98199499999998,159.98199499999998,86452500,0.4511896690264708,0.5770261577231565,-0.243032292098912
62,2020-02-26,156.5,162.662003,155.222,155.759995,155.759995,70427500,0.2960702543654193,0.5242952926325379,-0.516966364794698
63,2020-02-27,146.0,147.953995,133.800003,135.800003,135.800003,121386000,0.024083810393812008,0.4228529667972295,-0.9761120616096061
64,2020-02-28,125.940002,138.104004,122.304001,133.598007,133.598007,122821000,-0.21503427846697803,0.28960249451529585,-1.2759300785886671
65,2020-03-02,142.251999,148.738007,137.334,148.723999,148.723999,100975000,-0.30728255693450923,0.16290400216294693,-1.2141722633990581
66,2020-03-03,161.0,161.395996,143.222,149.102005,149.102005,128920000,-0.38417606000221227,0.04479243569067586,-1.1332334041155967
67,2020-03-04,152.792007,153.304001,144.945999,149.899994,149.899994,75245000,-0.4452936606394883,-0.06301249727669564,-1.0360848819797908
68,2020-03-05,144.753998,149.149994,143.613998,144.908005,144.908005,54263500,-0.5329146779424235,-0.1683464176854919,-1.0127935504183745
69,2020-03-06,138.0,141.399994,136.854004,140.695999,140.695999,63314500,-0.6349727263418415,-0.27484892121057775,-1.0238084101867373
70,2020-03-09,121.07800300000001,132.600006,121.0,121.599998,121.599998,85368500,-0.848873490870597,-0.40665344208611953,-1.2623007939008621
71,2020-03-10,131.886002,133.600006,121.599998,129.065994,129.065994,77972000,-0.9664781927724515,-0.5377195723659887,-1.2553408534805035
72,2020-03-11,128.03999299999998,130.716003,122.599998,126.846001,126.846001,66612500,-1.0734764337078861,-0.6658841625769958,-1.2279914450171303
73,2020-03-12,116.178001,118.900002,109.25,112.110001,112.110001,94545500,-1.2564608748201984,-0.8082826194185642,-1.362157378712149
74,2020-03-13,119.0,121.514,100.400002,109.32399699999999,109.32399699999999,113201500,-1.4152451751674515,-0.956795689592697,-1.4197926529661669
75,2020-03-16,93.900002,98.97399899999999,88.433998,89.014,89.014,102447500,-1.6729922028978772,-1.13176144064184,-1.6691309895156992
76,2020-03-17,88.001999,94.370003,79.199997,86.040001,86.040001,119973000,-1.8868888570556899,-1.3183356640109076,-1.7785504162954557
77,2020-03-18,77.800003,80.972,70.101997,72.244003,72.244003,118931000,-2.1379334072622944,-1.5222900701386548,-1.9423729747140952
78,2020-03-19,74.940002,90.400002,71.692001,85.528,85.528,150977500,-2.230197806405145,-1.7055552217760575,-1.747359685760621
79,2020-03-20,87.639999,95.400002,85.157997,85.505997,85.505997,141427500,-2.28792343194076,-1.8647440139184275,-1.5204201383088776
80,2020-03-23,86.720001,88.400002,82.099998,86.858002,86.858002,82272500,-2.3085430306905224,-1.996587435610222,-1.2626674661811026
81,2020-03-24,95.459999,102.737999,94.800003,101.0,101.0,114476000,-2.212468510323918,-2.081130435856876,-0.8168219786500057
82,2020-03-25,109.050003,111.400002,102.222,107.849998,107.849998,106113500,-2.0758843371545708,-2.1190072687531214,-0.3769548591216676
83,2020-03-26,109.477997,112.0,102.449997,105.63200400000001,105.63200400000001,86903500,-1.9710752868365031,-2.1264740076179485,-0.09031463932935614
84,2020-03-27,101.0,105.160004,98.806,102.872002,102.872002,71887000,-1.896058943688672,-2.1161036025868545,0.0778151547288806
85,2020-03-30,102.052002,103.33000200000001,98.246002,100.42600300000001,100.42600300000001,59990500,-1.8430939307298815,-2.0962678014677367,0.16703432032202567
86,2020-03-31,100.25,108.592003,99.400002,104.800003,104.800003,88857500,-1.761411634419114,-2.0626030545275613,0.2973835413914782
87,2020-04-01,100.800003,102.790001,95.019997,96.311996,96.311996,66766000,-1.7460403936800022,-2.032322327738736,0.2654863601804416
88,2020-04-02,96.206001,98.851997,89.279999,90.893997,90.893997,99292000,-1.7618216393729291,-2.0115360032440774,0.17599378716883934
89,2020-04-03,101.900002,103.098,93.678001,96.001999,96.001999,22562100,-1.7299114925478924,-1.987954686152484,0.20233889782438283
90,2020-04-06,102.239998,104.199997,99.592003,103.248001,103.248001,14901800,-1.6463920851899145,-1.9508932754070056,0.32939989947003717
91,2020-04-07,109.0,113.0,106.468002,109.089996,109.089996,17919800,-1.5329827200925188,-1.896535670446572,0.49243079658673394
92,2020-04-08,110.839996,111.442001,106.666,109.76799799999999,109.76799799999999,12656000,-1.4327306278579195,-1.8312076825993175,0.5958357041360266
93,2020-04-09,112.417999,115.03600300000001,111.42199699999999,114.599998,114.599998,13650000,-1.3155472757635265,-1.7534145781428574,0.7133297099391044
94,2020-04-13,118.031998,130.399994,116.106003,130.190002,130.190002,22475400,-1.1129301888771859,-1.6470359491803095,0.9827718569721945
95,2020-04-14,139.794006,148.37600700000002,138.48599199999998,141.977997,141.977997,30576500,-0.8716640444642284,-1.5093684379503138,1.277695380751207
96,2020-04-15,148.399994,150.62600700000002,142.0,145.966003,145.966003,23577000,-0.656160096808781,-1.3522826257141665,1.4607288847793747
97,2020-04-16,143.388,151.889999,141.34399399999998,149.042007,149.042007,20657900,-0.4695273339527133,-1.1859523321022154,1.5478657469899495
98,2020-04-17,154.455994,154.990005,149.531998,150.778,150.778,13128200,-0.3167969224366052,-1.0196127520965204,1.5479532789108008
99,2020-04-20,146.53999299999998,153.113998,142.442001,149.272003,149.272003,14746600,-0.21451955515606494,-0.8642579379318494,1.444412800154466
100,2020-04-21,146.024002,150.666,134.757996,137.34399399999998,137.34399399999998,20209100,-0.2241447447364644,-0.7420711247860028,1.1317770321662124
101,2020-04-22,140.796005,146.800003,137.742004,146.421997,146.421997,14224800,-0.17780987909292034,-0.6342267060839224,0.9965881343133559
102,2020-04-23,145.520004,146.800003,140.62600700000002,141.12600700000002,141.12600700000002,13236700,-0.18636982237944977,-0.5498161243048387,0.7757048920831554
103,2020-04-24,142.162003,146.145996,139.636002,145.029999,145.029999,13237600,-0.17498220986816687,-0.479806641953769,0.6399626513313817
104,2020-04-27,147.522003,159.897995,147.0,159.75,159.75,20681400,-0.07419569986289441,-0.4018407186980253,0.714958669670687
105,2020-04-28,159.128006,161.0,151.337997,153.824005,153.824005,15222000,-0.045579387939802124,-0.33323334976840563,0.6267465758110959
106,2020-04-29,158.033997,160.639999,156.632004,160.102005,160.102005,16216000,0.009550850323723397,-0.2663362403135375,0.6106259695663995
107,2020-04-30,171.037994,173.96400500000001,152.699997,156.37600700000002,156.37600700000002,28471900,0.01647365385891507,-0.21131028288696146,0.49873056986582565
108,2020-05-01,151.0,154.554001,136.608002,140.26400800000002,140.26400800000002,32531800,-0.09907898697075351,-0.19246494837758935,0.15769835554595504
109,2020-05-04,140.199997,152.399994,139.600006,152.238007,152.238007,19237100,-0.11737410914451214,-0.18137463548749538,0.08460088011074429
110,2020-05-05,157.957993,159.783997,152.436005,153.641998,153.641998,16991700,-0.1314812745142769,-0.17557591055670813,0.034723298866209514
111,2020-05-06,155.300003,157.96000700000002,152.222,156.516006,156.516006,11123200,-0.13210263926978105,-0.17107230723076983,0.022515709468816942
112,2020-05-07,155.442001,159.279999,154.470001,156.007996,156.007996,11527700,-0.1452587197203686,-0.17033573726454598,-0.012991687156722952
113,2020-05-08,158.753998,164.800003,157.401993,163.884003,163.884003,16130100,-0.1108018299923899,-0.16223936541369127,0.05638051628529668
114,2020-05-11,158.102005,164.800003,157.0,162.257996,162.257996,16519600,-0.10435639207913182,-0.15435800162573263,0.054353887944653595
115,2020-05-12,165.399994,168.658005,161.600006,161.882004,161.882004,15906900,-0.1113899890151525,-0.14958531899478394,0.025052003866659556
116,2020-05-13,164.166,165.199997,152.66000400000001,158.192001,158.192001,19065500,-0.15154686640367263,-0.15451614397328792,-0.06641155922052742
117,2020-05-14,156.0,160.671997,152.800003,160.666,160.666,13682200,-0.17508193838426148,-0.16358838552097507,-0.10544782640259423
118,2020-05-15,158.070007,161.009995,157.309998,159.834,159.834,10518400,-0.2079142185277825,-0.17799934126212794,-0.15576961127581146
119,2020-05-18,165.556,166.944,160.776001,162.725998,162.725998,11698100,-0.2222123101040947,-0.19264322829190514,-0.1579651808027827
120,2020-05-19,163.033997,164.414001,161.216003,161.602005,161.602005,9636500,-0.2492655799945248,-0.21025242857643994,-0.1859157041460742
121,2020-05-20,164.100006,165.199997,162.360001,163.112,163.112,7309300,-0.26800723432158013,-0.22842302939505052,-0.19120736724690873
122,2020-05-21,163.199997,166.5,159.199997,165.520004,165.520004,12254600,-0.2738877239540697,-0.2442406911849241,-0.16902897609631568
123,2020-05-22,164.434006,166.35600300000002,162.399994,163.37600700000002,163.37600700000002,9987500,-0.3007262773203893,-0.26274213103009886,-0.19432579796245564
124,2020-05-26,166.899994,166.919998,163.141998,163.774002,163.774002,8075800,-0.3263109856163759,-0.28311741833737897,-0.21198835592232956
125,2020-05-27,164.171997,165.542007,157.0,164.046005,164.046005,57747500,-0.3514826117740274,-0.30490178548903246,-0.22527009572487044
126,2020-05-28,162.701996,164.949997,160.337997,161.162003,161.162003,36278000,-0.3976071059697618,-0.33237841380925154,-0.27892435245907043
127,2020-05-29,161.75,167.0,160.841995,167.0,167.0,59062500,-0.4000290823535442,-0.35488739199012076,-0.23210015236539705
128,2020-06-01,171.600006,179.800003,170.820007,179.619995,179.619995,74697500,-0.32184567839373235,-0.35586077148739564,-0.029109371289650212
129,2020-06-02,178.940002,181.73199499999998,174.199997,176.311996,176.311996,67828000,-0.2902287063332387,-0.3497510915184029,0.03765430659031196
130,2020-06-03,177.62399299999998,179.587997,176.020004,176.591995,176.591995,39747500,-0.2709407626550495,-0.34066108699731457,0.06574632379297078
131,2020-06-04,177.975998,179.149994,171.688004,172.87600700000002,172.87600700000002,44438500,-0.2888346501359713,-0.3372876211731883,0.011863231328490738
132,2020-06-05,175.567993,177.304001,173.240005,177.132004,177.132004,39059500,-0.28118719683434057,-0.3329226993472268,0.021208521941102985
133,2020-06-08,183.800003,190.0,181.832001,189.983994,189.983994,70873500,-0.19488385915700066,-0.31062787045586077,0.19021268538674838
134,2020-06-09,188.001999,190.888,184.78599499999999,188.134003,188.134003,56941000,-0.1483901528852917,-0.28266243258053325,0.24366285242140678
135,2020-06-10,198.37600700000002,205.496002,196.5,205.009995,205.009995,92817000,-0.005671130860248412,-0.2291959166496129,0.48403154747522814
136,2020-06-11,198.03999299999998,203.792007,194.399994,194.567993,194.567993,79582500,0.024161821602474487,-0.1799230043415999,0.44450337426569875
137,2020-06-12,196.0,197.595993,182.520004,187.056,187.056,83817000,-0.014769455162356875,-0.14898662420842573,0.27166643376185345
138,2020-06-15,183.557999,199.76800500000002,181.699997,198.179993,198.179993,78486000,0.020197958334535752,-0.11661917650955639,0.28515542597426546
139,2020-06-16,202.369995,202.576004,192.477997,196.425995,196.425995,70255500,0.024676007297096215,-0.08974958669205707,0.23333358057402828
140,2020-06-17,197.542007,201.0,196.51400800000002,198.358002,198.358002,49454000,0.030399927885205454,-0.06700684537038587,0.19443462949970405
141,2020-06-18,200.600006,203.83999599999999,198.89399699999998,200.792007,200.792007,48759500,0.04046462380825415,-0.04661985896558203,0.1722296962808178
142,2020-06-19,202.556,203.194,198.26800500000002,200.179993,200.179993,43398500,0.03300362861603487,-0.03193579541628854,0.1184749443529481
143,2020-06-22,199.990005,201.776001,198.003998,198.863998,198.863998,31812000,0.007086763202360619,-0.025835047014761917,0.03757011919980464
144,2020-06-23,199.776001,202.399994,198.80200200000002,200.35600300000002,200.35600300000002,31826500,-0.013808856407617255,-0.02550697288268665,-0.016842097338408645
